exercise_id,name,disposition,is_movement,family,modality,equipment,load_position,stance,range_depth,symmetry,grip_orientation,grip_width,bench_angle,identity_styles,modifier_note,goals,primary_muscles,secondary_muscles,generated_name_preview,name_action,confidence,note,variant_label,new_attributes
ab58c0d1-35cd-4696-83ec-0831494e4602,Dumbbell Suitcase Crunch,derives:Crunch,false,Midline,Weightlifting,Dumbbell,Suitcase,,,,,,,Weighted,,Strength,Obliques,Core,Weighted Dumbbell Suitcase Crunch,keep-custom,high,Suitcase load + Weighted style; world name kept,,
54261211-c77f-473c-abac-8a603633975c,Dumbbell Walking Lunge,derives:Lunge,false,Lunge,Gymnastics,Dumbbell,Suitcase,,,,,,,,,Strength,Glutes;Hamstrings;Quads,,Walking Dumbbell Suitcase Lunge,keep-custom,medium,Direction Walking closes the direction gap,,direction:Walking
d8446175-d8b7-410a-a2a6-75490a8e6175,Elbow-To-Knee Crunch,derives:Crunch,false,Midline,Gymnastics,Bodyweight;Floor,,,,Cross-Body / Rotational,,,,,,MetCon,Core;Obliques,Hip Flexors,Cross-Body Crunch,keep-custom,high,Cross-Body/Rotational symmetry (silent) so the world name is kept,,
d04d81bc-c668-4a96-b3a8-ff6a5cbc4d60,EZ Bar Skullcrusher,derives:Triceps Extension,false,Push/Press,Weightlifting,Barbell;Bench,,Supine,,,,,,,,Strength,Triceps,,Supine Barbell Bench Triceps Extension,keep-custom,high,Supine + Barbell;Bench; EZ bar shape not expressible but no collision results; world name kept,,
c7902429-4714-4697-b503-0f2766d11649,EZ Bar Spider Curls,derives:Curl,false,Pull,Weightlifting,Barbell;Bench,,Prone,,,,,Incline,,,Strength,Biceps,Forearms / Grip,Incline Prone EZ-Bar Curl,rename-to:EZ Bar Spider Curl,medium,"same EZ-bar gap; fp was already unique on Prone+Incline. G3 PROMOTION CANDIDATE: ""EZ Bar"" is really an equipment value, not a variant - promote it if a third EZ-bar row appears",ez-bar,variant:ez-bar
a16bedae-5cbb-4f4a-b247-ccfb84e25045,EZ-Bar Curl,derives:Curl,false,Pull,Weightlifting,Barbell,,,,,,,,,,Strength,Biceps;Forearms / Grip,,EZ-Bar Curl,adopt-generated,high,"FINGERPRINT collision dissolved by the no-default-equipment rule alone (EQ Barbell is now unique) - prediction confirmed. The variant label is added for the NAME only: with Barbell suppressed as the core default, the generated form degenerated to bare ""Curl""",ez-bar,variant:ez-bar
111bb1b9-85c9-4c92-b78c-cc9eb96dafb1,Face Pull,outlier,false,Pull,Weightlifting,Cable,,,,,,,,,,Strength,Upper Back,Neck / Traps;Shoulders,,keep-custom,high,Cable addendum applied,,
46b2344d-5f50-4168-8ecd-99323965b7aa,Flat Bench Cable Flyes,derives:Chest Fly,false,Push/Press,Weightlifting,Cable;Bench,,Supine,,,,,Flat,,,Strength,Chest,,Supine Cable Chest Fly,keep-custom,medium,Supine stance + Bench is what separates it from the standing Cable Chest Fly; Flat angle is silent,,
3da442db-1cff-40e2-8672-50525710f392,Flutter Kicks,derives:Leg Raise,false,Midline,Gymnastics,Bodyweight;Floor,,,Partial,Alternating,,,,,,MetCon,Core;Hip Flexors,,Partial Alternating Leg Raise,keep-custom,high,midline accessory,,
f7a92fbd-7d0a-4671-a5ae-7ef7adc2075d,Foam Roll,outlier,true,Foam Rolling,Recovery,Foam Roller,,,,,,,,,,Recovery,Full Body,,,keep-custom,high,recovery station; stays in Movements tab (Today blocks depend on it),,
b6e93a9c-2d95-4a18-8e40-28289844f86f,Front Incline Raise,derives:Raise,false,Push/Press,Weightlifting,Dumbbell;Bench,,,,,,,Incline,,,Strength,Shoulders,,Front Incline Raise,adopt-generated,medium,Direction Front + Incline bench angle; Bench suppressed as implied by bench_angle,,direction:Front
cb32a445-315b-4d45-91fc-6135acc0d452,Front Squat,derives:Squat,true,Squat,Gymnastics,Barbell,Front,,,,,,,,,Strength,Glutes;Hamstrings;Quads,,Front Squat,adopt-generated,high,Front load position,,
93e14713-45ae-41fa-a228-4ec5223aac82,GHD Reverse Crunch,derives:Reverse Crunch,false,Midline,Gymnastics,GHD,,,,,,,,,,Strength,Core,Hip Flexors,GHD Reverse Crunch,adopt-generated,high,GHD equipment (approved addition),,
f57a4584-232e-4e44-9fa3-8276a991b076,Golf Swings,outlier,false,Mobility,Recovery,Bodyweight,,,,,,,,,,Mobility,Obliques;Shoulders,Core;Hip Flexors,,keep-custom,high,recovery rotation; not a Swing derivation,,
820cbfd1-df37-43ce-a629-ce36a8d484db,Hack Squat ,derives:Squat,false,Squat,Weightlifting,Machine,,,,,,,,,,Strength,Glutes;Hamstrings;Quads,Core;Lower Back,Machine Squat,rename-to:Hack Squat,medium,equipment Machine; trailing space trimmed; the wrong Back+ATG seed drops,,equipment:Machine
ce8b4758-21a4-4f68-9285-ef1311e29e3a,Hammer Curl,derives:Curl,false,Pull,Weightlifting,Dumbbell,,,,,Neutral,,,,,Strength,Biceps,Forearms / Grip,Neutral-Grip Dumbbell Curl,keep-custom,high,Neutral grip orientation (the dictionary's own hammer-curl example); world name kept,,
c4ac582d-3576-4722-acd7-a0745a1ee737,Handstand Push-up,core:Handstand Push-Up,true,Push/Press,Gymnastics,,,,,,,,,,,Skill,Core;Shoulders;Triceps,,Handstand Push-Up,rename-to:Handstand Push-Up,high,"promoted core; casing fix; wall implied for standard HSPU; core carries no equipment (new convention); default ""Bodyweight;Wall"" is name-suppression only, not identity",,"core_default_equipment:Bodyweight,Wall"
2cefc88f-18c9-42b1-b045-947035cf20b3,Handstand Walk,core:Handstand Walk,true,Inversion,Gymnastics,,,,,,,,,,,Skill,Core;Shoulders,,Handstand Walk,keep-custom,medium,"promoted core; 0 derivers today (root locomotion skill, Run/Row precedent); core carries no equipment (new convention); default ""Bodyweight;Floor"" is name-suppression only, not identity",,"core_default_equipment:Bodyweight,Floor"
0d32e2b5-9dae-47aa-b4e2-12c929ae7a4a,Hang Clean,derives:Clean,true,Olympic,Weightlifting,Barbell,Hang,,,,,,,,,Strength,Glutes;Hamstrings;Shoulders,Core;Forearms / Grip;Quads;Upper Back,Hang Clean,adopt-generated,high,EQUIPMENT CORRECTION: row was tagged Dumbbell; the movement as named is a barbell lift,,
4bfc73b8-8e74-4bdf-862f-fa63bd988f0e,Hanging Knee Raises,derives:Leg Raise,true,Midline,Gymnastics,Bar,,,Partial,,,,,,,Skill,Core;Obliques,Forearms / Grip,Partial Bar Leg Raise,rename-to:Hanging Knee Raise,medium,CORRECTION 8: moved from Toes-to-Bar to Leg Raise - Bar + Partial is a truer model than Partial Toes-to-Bar,,
c37656f7-7768-4ed2-a473-f53eb97e7f6b,Hanging Leg Raises,derives:Leg Raise,false,Midline,Gymnastics,Bar,,,,,,,,,,Strength,Core;Hip Flexors,Forearms / Grip;Shoulders,Bar Leg Raise,rename-to:Hanging Leg Raise,medium,CORRECTION 8: moved from Toes-to-Bar to Leg Raise; Toes-to-Bar stays the sport movement and a clean ROM endpoint,,
5ccd7117-78f1-453a-a51e-ae45654cd84d,Heel Tap Crunches,derives:Crunch,false,Midline,Gymnastics,Bodyweight;Floor,,,,,,,,,,Strength,Obliques,Core,Lateral Crunch,rename-to:Heel Tap Crunch,high,Direction Lateral (lateral flexion); singularized,,direction:Lateral
e39d8f60-c552-4043-b569-4db5bf8b1d4b,High Cable Curls,derives:Curl,false,Pull,Weightlifting,Cable,,,,,,,,,,Strength,Biceps,,Overhead Cable Curl,keep-custom,medium,RESOLVED COLLISION: Arm Position Overhead replaces the declared fingerprint collision with Cable Curl,,arm_position:Overhead
b1bb2efd-6c9f-44ea-ae45-667f93ad146e,High Plank,derives:Plank,false,Midline,Gymnastics,Bodyweight;Floor,,,,,,,,,,Strength,Core,Shoulders,High Plank,adopt-generated,high,NEW CORE Plank is a NEW ROW (forearm plank); Support Position Hand,,support_position:Hand
8e7e68d1-3269-4be4-a4d2-18324172ca4d,High Stance Leg Press,derives:Leg Press,false,Squat,Weightlifting,Machine,,,,,,,,,,Strength,Glutes;Hamstrings;Quads,,High-Stance Leg Press,keep-custom,medium,RESOLVED COLLISION: was sharing the empty core fingerprint; now Machine + variant high-stance,high-stance,equipment:Machine;variant:high-stance
b51b16df-6c23-492c-baa5-c5d1bbf38163,Hollow Flutter Kicks,derives:Leg Raise,false,Midline,Gymnastics,Bodyweight;Floor,,Hollow,Partial,Alternating,,,,,,Strength,Core,Hip Flexors;Quads,Partial Hollow Alternating Leg Raise,keep-custom,high,stance Hollow (new value),,stance:Hollow
fc594581-6487-47e6-bc5e-5ed00be98478,Hollow Hold Crush Press,derives:Bench Press,false,Push/Press,Weightlifting,Kettlebell,,Hollow,,,,,,Crush,,Strength,Chest;Core;Triceps,Hip Flexors;Shoulders,Crush Hollow Kettlebell Bench Press,keep-custom,medium,stance Hollow + style Crush (both new),,stance:Hollow;style:Crush
e92f2281-d98b-4200-a644-0831871d1707,Horn Curl + Press Out,outlier,false,Pull,Weightlifting,Kettlebell,,,,,,,,,,Strength,Biceps;Chest,Forearms / Grip;Shoulders;Triceps,,keep-custom,high,ad-hoc combo,,
b94a7298-2a71-4486-8211-790867506907,Horse Stance,outlier,false,Mobility,Recovery,Bodyweight,,,,,,,,,,Mobility,Hip Adductors;Quads,Core;Glutes,,keep-custom,high,recovery/mobility,,
0b975a66-3c23-44ab-a520-9d839d3aaf50,Hyperextensions,outlier,false,Hinge,Weightlifting,GHD,,,,,,,,,,Strength,Glutes;Hamstrings;Lower Back,,,keep-custom,medium,back/hip extension accessory; GHD assumed,,
c81483ac-3cc7-423f-9b85-794108eebfec,Incline Dumbbell Curl,derives:Curl,false,Pull,Weightlifting,Dumbbell;Bench,,,,,,,Incline,,,Strength,Biceps,,Incline Dumbbell Curl,adopt-generated,high,Bench Angle addendum + Dumbbell,,
1c205c16-37a4-46d5-8fa6-82bd1afaa47a,Incline Dumbbell Press,derives:Bench Press,false,Push/Press,Weightlifting,Dumbbell;Bench,,,,,,,Incline,,,Strength,Chest;Shoulders;Triceps,,Incline Dumbbell Bench Press,keep-custom,high,Bench Angle addendum; 'Incline Dumbbell Press' is the world's name (generated appends 'Bench'),,
f7975fca-5871-4600-bb4b-bfc8b1681a26,Incline Reverse Crunch,derives:Reverse Crunch,false,Midline,Gymnastics,Bench;Bodyweight,,,,,,,Incline,,,Strength,Core,Hip Flexors,Incline Reverse Crunch,adopt-generated,high,Bench Angle addendum,,
6dfc9b9d-02a8-467c-af5c-7e95a5673b3a,Inverted Row,derives:Inverted Row,false,Pull,Gymnastics,Bar,,,,,,,,,,Strength,Upper Back,Biceps;Forearms / Grip,Bar Inverted Row,rename-to:Bar Inverted Row,medium,CORRECTION 4: child of the renamed Inverted Row core; Bar emits because Rings is the core default,,
5e35a841-1f39-44e6-ae61-e21317afc890,Iron Tridents,outlier,false,Midline,Weightlifting,Kettlebell;Floor,,,,,,,,,,Strength,Core;Shoulders,Hip Flexors;Triceps,,keep-custom,medium,KB combo flow,,
0b38eb75-53b2-45e0-8c12-c52bd87fc774,Jump,core:Jump,true,Plyometric,Gymnastics,,,,,,,,,,,MetCon;Skill,Calves;Glutes;Hamstrings;Quads,Core;Hip Flexors;Lower Back,Jump,keep-custom,high,"keep as-is; core carries no equipment (new convention); default ""Bodyweight;Floor"" is name-suppression only, not identity",,"core_default_equipment:Bodyweight,Floor"
e3cdc5c3-6618-4050-85db-88e4a1a70f29,Jump Rope,core:Jump Rope,true,Rope,Monostructural,,,,,,,,,,,MetCon,Calves;Full Body,,Jump Rope,keep-custom,high,"promoted core; new Jump Rope equipment (approved); core carries no equipment (new convention); default ""Jump Rope"" is name-suppression only, not identity",,core_default_equipment:Jump Rope
386926db-38fb-4da3-abdb-6ae22bea8aa5,Jumping Split Lunges,derives:Lunge,false,Lunge,Gymnastics,Bodyweight,,Split,,,,,,Plyometric,,MetCon,Glutes;Quads,Calves;Core;Hamstrings,Plyo Split Lunge,rename-to:Jumping Split Lunge,high,Plyometric style + Split stance,,
81fc87d3-cb88-4272-9a6c-ffe64f665f13,Kettlebell Around The World,derives:Around the World,false,Rotation,Weightlifting,Kettlebell,,,,,,,,,,Strength,Core;Obliques,Forearms / Grip;Shoulders,Kettlebell Around the World,adopt-generated,high,shoulder accessory,,
afeaf1ac-bd14-4643-9d35-a85ab8da05a0,Kettlebell Bench Press,derives:Bench Press,false,Push/Press,Weightlifting,Kettlebell;Bench,,,,,,,,,,Strength,Chest,Shoulders;Triceps,Kettlebell Bench Press,adopt-generated,high,Kettlebell,,
b08c3cf8-b02a-4953-8a72-058b3ea2a00b,Kettlebell Bent-Over Row,derives:Bent-Over Row,false,Pull,Weightlifting,Kettlebell,,,,,,,,,,Strength,Lats;Upper Back,Biceps;Core;Forearms / Grip,Kettlebell Bent-Over Row,adopt-generated,high,Kettlebell; dup winner over generic Bent Over Row,,
ce73f567-f654-40a9-835b-97febc87d76f,Kettlebell Bridge Press,derives:Bench Press,false,Push/Press,Weightlifting,Kettlebell,,Bridge,,,,,,,description prescribes slow tempo,Strength,Chest,Core;Glutes;Shoulders;Triceps,Bridge Kettlebell Bench Press,keep-custom,medium,stance Bridge,,stance:Bridge
d2ec9d8c-8bca-4cb5-a842-534f13d41435,Kettlebell Crush Press,derives:Bench Press,false,Push/Press,Weightlifting,Kettlebell,,,,,,,,Crush,,Strength,Chest;Triceps,Core;Forearms / Grip;Shoulders,Crush Kettlebell Bench Press,keep-custom,medium,"style Crush; no bench, so no collision with Kettlebell Bench Press",,style:Crush
0b9f321c-af84-454d-a9c8-3890c7b4fec3,Kettlebell Curl,derives:Curl,false,Pull,Weightlifting,Kettlebell,,,,,,,,,,Strength,Biceps,Forearms / Grip,Kettlebell Curl,adopt-generated,high,Kettlebell,,
0056856b-444d-427d-92a4-899451758fdf,Kettlebell Deadlift High Pull,outlier,false,Hinge,Weightlifting,Kettlebell,,,,,,,,,,MetCon,Glutes;Shoulders;Upper Back,Core;Forearms / Grip;Hamstrings;Neck / Traps,,keep-custom,medium,SDHP-adjacent compound; kept outlier per Gate A; promote a core later if programmed,,
ca288903-1599-4766-ab35-304971ce8c00,Kettlebell Front Rack Lunge,derives:Lunge,false,Lunge,Gymnastics,Kettlebell,Single Front Rack,,,,,,,,,Strength,Glutes;Quads,Core;Hamstrings;Shoulders,Kettlebell Single Front Rack Lunge,keep-custom,high,current name cleaner than 'Kettlebell Single Front Rack Lunge',,
9000bb2f-4db1-42c8-9d9b-48cb0baf3b69,Kettlebell Goblet Curtsy Squat,derives:Lunge,false,Lunge,Gymnastics,Kettlebell,Goblet,,,,,,,,,Strength,Glutes;Quads,Core;Hip Abductors;Hip Adductors,Curtsy Kettlebell Goblet Lunge,keep-custom,low,Direction Curtsy closes the direction gap,,direction:Curtsy
8dbd180e-a5d4-4a84-bd73-9bf272f65250,Kettlebell Goblet Squat,derives:Squat,false,Squat,Gymnastics,Kettlebell,Goblet,,,,,,,,,Strength,Glutes;Quads,Calves;Core;Hamstrings,Kettlebell Goblet Squat,adopt-generated,high,Goblet + Kettlebell,,
08dbcd57-b14c-4534-8764-648e2920c811,Kettlebell Gravedigger,outlier,false,Midline,Weightlifting,Kettlebell,,,,,,,,,,Strength,Glutes;Hamstrings;Shoulders,Core;Lats;Triceps,,keep-custom,medium,KB combo flow,,
c2c05041-144b-45c7-9e54-5f4bec5b7a6a,Kettlebell Halo,core:Halo,false,Rotation,Weightlifting,,,,,,,,,,,Strength,Shoulders,Core;Triceps;Upper Back,Halo,rename-to:Halo,high,PROMOTED CORE; Kettlebell is its default equipment for name suppression only,,core_default_equipment:Kettlebell
56c7f46c-f938-4cb5-812f-e1f0ca30c964,Kettlebell Hang Snatch,derives:Snatch,false,Olympic,Weightlifting,Kettlebell,Hang,,,,,,,,,Strength,Glutes;Shoulders,Core;Forearms / Grip;Hamstrings;Upper Back,Kettlebell Hang Snatch,adopt-generated,high,Kettlebell + Hang,,
542bd30f-234c-4190-baab-0d7a08477617,Kettlebell Horn Curl,derives:Curl,false,Pull,Weightlifting,Kettlebell,,,,,,,,,,Strength,Biceps,Forearms / Grip,Kettlebell Horn Curl,keep-custom,medium,RESOLVED COLLISION: variant horn replaces the declared collision with Kettlebell Curl,horn,variant:horn
9cbb87eb-68c2-4eeb-89b7-c0b159de629a,Kettlebell Horn Push-Up,derives:Push-Up,false,Push/Press,Gymnastics,Kettlebell;Floor,,,,,,,,,,Strength,Chest;Triceps,Core;Shoulders,Kettlebell Push-Up,keep-custom,low,hands on KB horns; curated name; may be outlier,,
46e98a88-8396-43ab-ab0c-da633e4e9c40,Kettlebell Kickstand Deadlift,derives:Deadlift,false,Hinge,Weightlifting,Kettlebell,,Staggered,,,,,,,,Strength,Glutes;Hamstrings,Core;Forearms / Grip;Lower Back,Staggered Kettlebell Deadlift,adopt-generated,medium,kickstand is dialect for Staggered; adopt 'Staggered Kettlebell Deadlift',,
79963968-9188-455e-87f1-98758d2eb637,Kettlebell Plank Pull Through,derives:Plank,false,Midline,Weightlifting,Kettlebell;Floor,,,,,,,,,,Strength,Core;Obliques,Forearms / Grip;Shoulders;Upper Back,Kettlebell Pull-Through Plank,keep-custom,high,same label as the DB twin; equipment separates the fingerprints,pull-through,variant:pull-through
7d4eb547-1967-45d9-9ffa-f1408b8bcc27,Kettlebell Push Out,derives:Press,false,Push/Press,Weightlifting,Kettlebell,,,,,,,,Crush,,Strength,Chest,Shoulders;Triceps,Crush Kettlebell Press,keep-custom,medium,style Crush,,style:Crush
1d63cd53-6f8c-41e9-9a5f-3d6080993196,Kettlebell Reverse Lunge,derives:Lunge,false,Lunge,Gymnastics,Kettlebell,,,,,,,,,,Strength,Glutes;Quads,Calves;Core;Hamstrings,Reverse Kettlebell Lunge,keep-custom,medium,Direction Reverse closes the direction gap,,direction:Reverse
839c6b15-f9ab-4a3c-8326-cdd75c6ff4ad,Kettlebell Split Squats,derives:Lunge,false,Lunge,Gymnastics,Kettlebell,,Split,,,,,,,,Strength,Glutes;Quads,Core;Hamstrings,Split Kettlebell Lunge,rename-to:Kettlebell Split Squat,high,"split-stance lunge; world name kept, singularized",,
ed1b3bbf-bc3c-46a6-90f3-ae2d097a0bd6,Kettlebell Sprawl Row,outlier,false,Pull,Weightlifting,Kettlebell;Floor,,,,,,,,,,MetCon,Full Body;Upper Back,Chest;Core;Forearms / Grip;Glutes;Quads;Shoulders,,keep-custom,medium,burpee+row combo,,
96604640-4e25-4993-9b5d-902eb541ec4b,Kettlebell Squat Clean,derives:Clean,false,Olympic,Weightlifting,Kettlebell,,,,,,,,,,Strength,Glutes;Quads;Shoulders,Core;Forearms / Grip;Hamstrings;Upper Back,Kettlebell Clean,keep-custom,medium,full-depth (silent default); 'Squat Clean' wording kept to distinguish from rack-style KB cleans,,
07b191c2-02ce-4e9c-92a4-1a9cd0feca7f,Kettlebell Suitcase Lunge,derives:Lunge,false,Lunge,Gymnastics,Kettlebell,Suitcase,,,,,,,,,Strength,Glutes;Quads,Core;Forearms / Grip;Hamstrings;Obliques,Kettlebell Suitcase Lunge,adopt-generated,high,Suitcase load + Kettlebell,,
e3652813-5afb-4412-9b2c-ffe3dff90cfc,Kettlebell Swing,core:Swing,true,Swing,Weightlifting,,,,,,,,,,,MetCon,Core;Glutes;Hamstrings;Lower Back,,Swing,rename-to:Swing,high,"promote + RENAME to Swing; un-parent from Deadlift; family Hinge -> Swing; 'Kettlebell Swing' becomes its generated KB name/alias; current Hang/Partial seed values drop (core carries no identity attributes); core carries no equipment (new convention); default ""Kettlebell"" is name-suppression only, not identity",,core_default_equipment:Kettlebell
e8f336ff-6abe-4f45-a46b-70a95158273d,Kettlebell Swing With Squat Swing Combo,outlier,false,Squat,Weightlifting,Kettlebell,,,,,,,,,,Strength,Glutes;Hamstrings;Quads,Core;Lower Back;Shoulders,,keep-custom,high,ad-hoc combo,,
47fb4553-1439-437f-b929-da8f132151bd,Knee To Elbow,outlier,false,Midline,Gymnastics,Bodyweight,,,,,,,,,,Strength,Core;Obliques,Hip Flexors;Shoulders,,keep-custom,low,ambiguous row (no description): standing crunch vs hanging knees-to-elbows; needs user confirmation,,
86f6b49b-aecf-4c3a-836b-9288ddbebd85,Kneeling Rope Lat Pulldown,derives:Lat Pulldown,false,Pull,Weightlifting,Cable,,Kneeling,,,,,,,,Strength,Lats,Biceps;Upper Back,Kneeling Lat Pulldown,keep-custom,medium,Kneeling stance; rope attachment is not identity; world name kept,,
02e33e2e-af3b-4dc6-96a0-251f6770f986,Landmine Chest Press,derives:Bench Press,false,Push/Press,Weightlifting,Landmine;Barbell,,,,,,,,,,Strength,Chest,Shoulders;Triceps,Landmine Bench Press,keep-custom,medium,equipment Landmine (new value),,equipment:Landmine
9d92f019-b91d-4f87-a2de-f6f3ad5ce65a,Lateral Burpees Over The Dumbbell,derives:Burpee,false,Plyometric,Gymnastics,Dumbbell;Floor,,,,,,,,,,MetCon,Chest;Core;Glutes;Quads;Shoulders,Calves;Hamstrings;Lower Back;Triceps,Dumbbell Burpee,rename-to:Lateral Burpee Over Dumbbell,high,"lateral-over target not expressible; curated, singularized",,
a0c205ee-3c0a-4ffc-8c98-5175e885d4b0,Lateral Raises,derives:Raise,false,Push/Press,Weightlifting,Dumbbell,,,,,,,,,,Strength,Shoulders,,Lateral Raise,rename-to:Lateral Raise,high,CORE RENAMED Front Raise -> Raise; Direction Lateral. Single-row-core objection dissolves,,direction:Lateral
22a2b36e-e934-44e1-843c-92d55425d8c4,Leg Curl,core:Leg Curl,false,Hinge,Weightlifting,,,,,,,,,,,Strength,Hamstrings,,Leg Curl,keep-custom,high,"NEW CORE: knee-flexion root; the lying (Prone) machine curl is its silent default, so 'Lying' needs no stance value; leg-curl machine has no equipment value; core carries no equipment (new convention); default ""Machine"" is name-suppression only, not identity",,core_default_equipment:Machine
54b39df9-219e-4870-834c-ee1e9c6199b0,Leg Extension,outlier,false,Squat,Weightlifting,Machine,,,,,,,,,,Strength,Quads,,,keep-custom,high,"dup winner; stays an outlier - one distinct row, no sibling to derive; equipment Machine applied",,equipment:Machine
09212f1a-6d34-48c6-affc-2bb54ae36ab3,Leg Extensions,duplicate-of:Leg Extension,false,Push/Press,Weightlifting,Machine,,,,,,,,,,Strength,Quads,,,keep-custom,high,merges into Leg Extension,,equipment:Machine
2222e3be-0481-4103-827c-8fb0f3eb78c5,Leg Press,core:Leg Press,false,Squat,Weightlifting,,,,,,,,,,,Strength,Glutes;Hamstrings;Quads,,Leg Press,keep-custom,high,"NEW CORE: sled-press root; leg-press machine has no equipment value (the addendum covers Cable + Smith only) so the core carries none; core carries no equipment (new convention); default ""Machine"" is name-suppression only, not identity",,core_default_equipment:Machine
060b2ea6-bf2d-41a2-ae31-75f8498be271,Leg Raises,core:Leg Raise,false,Midline,Gymnastics,,,,,,,,,,,Strength,Core;Hip Flexors,,Leg Raise,rename-to:Leg Raise,high,PROMOTED CORE: the revoked non-load threshold had blocked this; 7 members,,"core_default_equipment:Bodyweight,Floor"
bfb1d36c-efb4-4776-9d57-32379a8a511e,Low To High Dumbbell Flys,derives:Chest Fly,false,Push/Press,Weightlifting,Dumbbell;Bench,,,,,,,,,,Strength,Chest,Shoulders,Low-to-High Chest Fly,rename-to:Low To High Dumbbell Fly,medium,RESOLVED COLLISION: Direction Low-to-High replaces the declared collision with the Chest Fly core,,direction:Low-to-High
cca7659a-0cee-4395-aa3b-a0c7cd4b92b9,Lunge,core:Lunge,true,Lunge,Gymnastics,,,,,,,,,,,Strength,Glutes;Hamstrings;Quads,Calves;Core;Hip Flexors,Lunge,keep-custom,high,"keep as-is; core carries no equipment (new convention); default ""Bodyweight"" is name-suppression only, not identity",,core_default_equipment:Bodyweight
ca567717-d196-41a3-959f-944f3f2aa3a0,Lunge Rotation,outlier,false,Mobility,Recovery,Bodyweight,,,,,,,,,,Mobility,Obliques;Quads,Core;Glutes;Hamstrings,,keep-custom,high,recovery/mobility,,
c9cc8b6d-0f84-4fb6-99b9-36f8d9aaaa42,Lunge With Reach,outlier,false,Mobility,Recovery,Bodyweight,,,,,,,,,,Mobility,Hip Flexors;Quads,Glutes;Shoulders,,keep-custom,high,recovery/mobility,,
ee16df57-abd6-470f-8959-983dfde8d8ca,Lying Leg Curls,duplicate-of:Leg Curl,false,Pull,Weightlifting,Machine,,,,,,,,,,Strength,Hamstrings,,,keep-custom,high,the core Leg Curl IS the lying machine curl (Prone is its silent default); Dumbbell mis-tag drops; explicit merge,,equipment:Machine
eef17ace-fb86-492a-9332-3f189f9e3a9f,Lymphatic Jumps,derives:Jump,false,Plyometric,Recovery,Bodyweight;Floor,,,Quarter,,,,,,,Mobility,Calves;Quads,Glutes,Quarter Lymphatic Jump,keep-custom,high,FLAG probable duplicate-of Pogo Jumps - confirm with user; variant keeps it storable meanwhile,lymphatic,variant:lymphatic
c03c87b9-5caa-4b80-a1df-4a70b08d9864,Machine Bench Press,derives:Bench Press,false,Push/Press,Weightlifting,Machine,,,,,,,,,,Strength,Chest;Triceps,,Machine Bench Press,adopt-generated,medium,equipment Machine (new value) closes the press-machine gap,,equipment:Machine
adc07245-37d4-4a20-9925-533207bc4754,Mobility Work,outlier,true,Mobility,Recovery,Bodyweight,,,,,,,,,,Recovery,Full Body,,,keep-custom,high,recovery station,,
c2ba5880-c532-4981-8b14-da1be3e6b78f,Mountain Climber With 1 Sec Pause,core:Mountain Climber,false,Midline,Gymnastics,,,,,,,,,,Pause (1 sec) is prescription-time; base Mountain Climber row does not exist,MetCon,Core,Hip Flexors;Quads;Shoulders,Mountain Climber,rename-to:Mountain Climber,high,PROMOTED CORE: Pause is a modifier per the dictionary and drops from the name; core carries no equipment (Bodyweight;Floor is its default for name suppression only),,"core_default_equipment:Bodyweight,Floor"
d7421380-f8a8-4832-bcf9-7923c7921fa2,Muscle-up,core:Muscle-Up,true,Ring/Bar,Gymnastics,,,,,,,,,,,Skill,Core;Lats;Triceps;Upper Back,,Muscle-Up,rename-to:Muscle-Up,high,"promoted core; casing fix; family Climb -> Ring/Bar; Rings default; core carries no equipment (new convention); default ""Rings"" is name-suppression only, not identity",,core_default_equipment:Rings
01fbbe48-996b-4630-b89f-4d10d5a8ca25,Offset Reverse Lunge With Shoulder Press,outlier,false,Push/Press,Weightlifting,Kettlebell,,,,,,,,,,Strength,Glutes;Quads;Shoulders,Core;Hamstrings;Triceps,,keep-custom,high,ad-hoc combo,,
0f67fc54-8e83-48d1-b3c0-b6b62a277596,One-Arm Dumbbell Row,derives:Bent-Over Row,false,Pull,Weightlifting,Dumbbell;Bench,,,,Unilateral,,,,,,Strength,Biceps;Lats;Upper Back,,Bench Dumbbell Bent-Over Row,rename-to:Single-Arm Dumbbell Row,medium,Unilateral silent -> generated name would collide with the two-DB row; curated name required,,
327c07d2-756b-410f-8297-dd21f760779d,Overhand Curl,derives:Curl,false,Pull,Weightlifting,Dumbbell,,,,,Pronated,,,,,Strength,Biceps,Forearms / Grip,Dumbbell Curl,keep-custom,medium,"POLICY(a) curated-name child: GAP - Pronated is silent (it is the pull default), so a reverse curl generates the same name as a supinated one; DECLARED generated-name collision with Dumbbell Curl",,
47273ede-cf88-4d25-9d06-bb71ed30e14c,Overhand Grip Curl To Press,outlier,false,Pull,Weightlifting,Dumbbell,,,,,,,,,,Strength,Biceps;Shoulders,Forearms / Grip;Triceps,,keep-custom,high,ad-hoc combo,,
05cbf27a-e3df-4a9d-87e4-e1507aeb1ee2,Overhead Cable Rope Tricep Extensions,duplicate-of:Cable Rope Overhead Triceps Extension,false,Push/Press,Weightlifting,Cable,,,,,,,,,,Strength,Triceps,,,keep-custom,medium,merges into Cable Rope Overhead Triceps Extension,,
